device,status,shot_id,mode,R_m,a_m,Bt_T,Ip_MA,ne_19,Te_keV,tauE_s,Pheat_MW,Pfus_MW,Q,aspect_ratio,volume_m3
VIRTUAL_0264,虚拟,VIRTUAL_0264_design,design,9.613,2.024,13.69,16.67,4.88,14.41,9.8736,71.89,0.0,0.0,4.749,777.68
VIRTUAL_0265,虚拟,VIRTUAL_0265_design,design,2.699,0.962,9.4,3.62,14.56,23.19,0.5723,49.99,2.91,0.058,2.807,49.26
VIRTUAL_0266,虚拟,VIRTUAL_0266_design,design,0.388,0.134,12.98,5.07,16.22,6.82,0.0797,32.3,0.0,0.0,2.904,0.14
VIRTUAL_0267,虚拟,VIRTUAL_0267_design,design,7.37,0.953,6.12,0.69,12.54,19.94,2.0996,12.03,7.71,0.641,7.734,132.09
VIRTUAL_0268,虚拟,VIRTUAL_0268_design,design,4.159,1.946,13.91,1.04,19.26,11.28,0.3903,39.37,23.93,0.608,2.138,310.77
VIRTUAL_0269,虚拟,VIRTUAL_0269_design,design,9.209,2.898,8.16,7.89,19.9,7.68,7.1436,56.49,37.01,0.655,3.178,1526.58
VIRTUAL_0270,虚拟,VIRTUAL_0270_design,design,6.669,1.228,2.84,20.21,3.44,15.28,10.0,22.24,0.0,0.0,5.432,198.46
VIRTUAL_0271,虚拟,VIRTUAL_0271_design,design,0.678,0.109,2.62,19.08,7.78,28.52,0.3588,58.25,0.01,0.0,6.24,0.16
VIRTUAL_0272,虚拟,VIRTUAL_0272_design,design,5.927,1.818,10.67,6.25,9.47,26.84,1.7022,94.66,45.96,0.486,3.261,386.52
VIRTUAL_0273,虚拟,VIRTUAL_0273_design,design,4.369,1.801,6.77,10.97,5.91,17.82,3.7224,18.78,3.09,0.165,2.426,279.56
VIRTUAL_0274,虚拟,VIRTUAL_0274_design,design,8.594,1.303,1.18,1.56,23.58,15.31,2.2016,41.06,64.35,1.567,6.597,287.85
VIRTUAL_0275,虚拟,VIRTUAL_0275_design,design,8.408,1.558,9.77,16.98,16.71,4.72,10.0,87.61,0.0,0.0,5.396,402.86
VIRTUAL_0276,虚拟,VIRTUAL_0276_design,design,5.529,1.178,6.07,0.87,4.07,23.01,10.0,0.2,0.0,0.0,4.695,151.37
VIRTUAL_0277,虚拟,VIRTUAL_0277_design,design,4.341,1.341,0.95,21.41,6.43,9.27,4.4771,30.53,0.46,0.015,3.236,154.15
VIRTUAL_0278,虚拟,VIRTUAL_0278_design,design,0.314,0.142,13.54,4.97,16.91,22.31,0.0263,84.87,0.02,0.0,2.218,0.12
VIRTUAL_0279,虚拟,VIRTUAL_0279_design,design,3.238,0.745,10.03,17.98,5.36,11.25,1.8799,90.21,0.22,0.002,4.346,35.5
VIRTUAL_0280,虚拟,VIRTUAL_0280_design,design,9.853,2.505,5.63,13.01,16.86,2.54,10.0,54.54,0.0,0.0,3.934,1220.34
VIRTUAL_0281,虚拟,VIRTUAL_0281_design,design,7.18,1.1,10.97,12.86,23.85,1.46,10.0,26.68,0.0,0.0,6.528,171.46
VIRTUAL_0282,虚拟,VIRTUAL_0282_design,design,6.135,1.321,10.06,16.71,3.46,15.51,5.4989,50.99,0.0,0.0,4.643,211.41
VIRTUAL_0283,虚拟,VIRTUAL_0283_design,design,3.882,1.837,11.62,15.35,18.14,13.96,2.2841,92.12,25.57,0.278,2.113,258.55
VIRTUAL_0284,虚拟,VIRTUAL_0284_design,design,7.371,2.687,3.98,17.77,5.69,10.49,7.8601,33.69,7.36,0.218,2.743,1050.52
VIRTUAL_0285,虚拟,VIRTUAL_0285_design,design,8.608,2.361,10.23,12.39,23.73,14.99,10.0,38.18,89.2,2.337,3.646,947.01
VIRTUAL_0286,虚拟,VIRTUAL_0286_design,design,7.926,2.414,5.5,0.6,21.14,0.54,0.4488,70.43,0.0,0.0,3.284,911.6
VIRTUAL_0287,虚拟,VIRTUAL_0287_design,design,9.711,1.859,3.44,15.52,20.61,16.48,10.0,96.71,44.17,0.457,5.224,662.55
VIRTUAL_0288,虚拟,VIRTUAL_0288_design,design,5.197,2.013,12.1,3.98,20.2,16.67,2.0596,39.78,32.88,0.827,2.581,415.67
VIRTUAL_0289,虚拟,VIRTUAL_0289_design,design,8.693,1.204,4.48,6.42,21.91,20.25,6.5645,79.71,42.91,0.538,7.218,248.93
VIRTUAL_0290,虚拟,VIRTUAL_0290_design,design,6.361,1.988,11.69,19.94,1.29,20.29,10.0,5.37,0.0,0.0,3.2,496.09
VIRTUAL_0291,虚拟,VIRTUAL_0291_design,design,5.624,1.209,4.43,7.8,15.91,10.15,3.088,73.32,4.69,0.064,4.65,162.38
VIRTUAL_0292,虚拟,VIRTUAL_0292_design,design,0.963,0.399,4.14,9.55,17.45,10.11,1.291,5.85,0.1,0.017,2.414,3.03
VIRTUAL_0293,虚拟,VIRTUAL_0293_design,design,9.461,2.264,9.47,13.93,5.78,12.67,7.4596,75.14,3.34,0.044,4.179,957.39
VIRTUAL_0294,虚拟,VIRTUAL_0294_design,design,2.995,0.631,6.16,21.57,2.62,15.66,4.4169,18.1,0.0,0.0,4.75,23.51
VIRTUAL_0295,虚拟,VIRTUAL_0295_design,design,9.716,1.201,5.77,16.25,17.91,12.8,10.0,34.78,15.94,0.458,8.087,276.8
VIRTUAL_0296,虚拟,VIRTUAL_0296_design,design,2.863,0.522,6.87,5.94,7.9,19.77,0.6837,96.86,0.53,0.005,5.49,15.37
VIRTUAL_0297,虚拟,VIRTUAL_0297_design,design,1.047,0.136,13.33,6.58,3.21,18.05,0.2328,62.44,0.0,0.0,7.679,0.38
VIRTUAL_0298,虚拟,VIRTUAL_0298_design,design,6.59,1.285,0.41,21.23,7.02,20.35,5.303,70.72,6.2,0.088,5.129,214.82
VIRTUAL_0299,虚拟,VIRTUAL_0299_design,design,3.335,0.695,8.45,19.06,23.72,3.36,10.0,15.65,0.0,0.0,4.798,31.82
VIRTUAL_0300,虚拟,VIRTUAL_0300_design,design,9.464,2.459,12.39,4.5,15.1,21.09,4.1105,68.08,127.49,1.873,3.849,1129.54
VIRTUAL_0301,虚拟,VIRTUAL_0301_design,design,0.449,0.173,3.69,9.93,23.98,12.09,0.0863,84.01,0.02,0.0,2.602,0.26
VIRTUAL_0302,虚拟,VIRTUAL_0302_design,design,6.823,2.947,1.61,0.23,11.41,2.96,0.0759,74.89,0.0,0.0,2.315,1169.42
VIRTUAL_0303,虚拟,VIRTUAL_0303_design,design,9.171,1.821,3.77,9.59,18.36,0.47,9.2961,59.03,0.0,0.0,5.036,600.39
VIRTUAL_0304,虚拟,VIRTUAL_0304_design,design,6.249,2.139,3.54,15.72,3.19,6.14,2.317,87.77,0.0,0.0,2.921,564.61
VIRTUAL_0305,虚拟,VIRTUAL_0305_design,design,7.466,0.778,3.63,4.76,7.5,7.58,10.0,6.44,0.34,0.053,9.602,89.09
VIRTUAL_0306,虚拟,VIRTUAL_0306_design,design,7.408,2.112,9.49,1.83,23.84,25.19,1.2393,80.55,407.54,5.06,3.508,651.91
VIRTUAL_0307,虚拟,VIRTUAL_0307_design,design,9.347,2.059,2.96,13.59,18.83,22.19,10.0,52.24,82.28,1.575,4.54,782.04
VIRTUAL_0308,虚拟,VIRTUAL_0308_design,design,3.9,1.826,8.27,11.87,7.45,11.18,1.2242,89.56,2.67,0.03,2.135,256.75
VIRTUAL_0309,虚拟,VIRTUAL_0309_design,design,7.938,1.796,8.9,5.5,17.93,12.94,5.7711,44.37,40.13,0.904,4.419,505.49
VIRTUAL_0310,虚拟,VIRTUAL_0310_design,design,9.382,1.07,11.58,6.47,11.65,0.85,10.0,30.24,0.0,0.0,8.767,212.09
VIRTUAL_0311,虚拟,VIRTUAL_0311_design,design,5.176,0.634,6.98,20.4,3.53,22.98,8.0308,41.09,0.0,0.0,8.165,41.04
VIRTUAL_0312,虚拟,VIRTUAL_0312_design,design,6.655,1.273,2.4,3.57,2.69,5.73,0.9517,66.49,0.0,0.0,5.228,212.9
VIRTUAL_0313,虚拟,VIRTUAL_0313_design,design,8.852,2.607,9.65,2.47,7.94,9.43,2.9399,25.15,8.48,0.337,3.396,1187.53
VIRTUAL_0314,虚拟,VIRTUAL_0314_design,design,5.495,1.334,5.08,18.24,19.94,9.37,5.9075,91.4,13.01,0.142,4.119,192.99
VIRTUAL_0315,虚拟,VIRTUAL_0315_design,design,3.469,0.839,7.18,20.71,22.03,3.26,6.8956,39.39,0.0,0.0,4.136,48.18
VIRTUAL_0316,虚拟,VIRTUAL_0316_design,design,5.668,1.707,2.88,18.9,17.25,25.17,5.0788,85.9,99.72,1.161,3.319,326.15
VIRTUAL_0317,虚拟,VIRTUAL_0317_design,design,4.56,1.57,2.41,14.84,5.3,20.88,4.122,23.11,1.84,0.08,2.905,221.82
VIRTUAL_0318,虚拟,VIRTUAL_0318_design,design,1.903,0.192,10.12,16.13,13.36,5.01,9.7044,8.54,0.0,0.0,9.921,1.38
VIRTUAL_0319,虚拟,VIRTUAL_0319_design,design,1.908,0.871,3.53,7.83,3.53,6.83,0.2944,52.02,0.0,0.0,2.191,28.54
VIRTUAL_0320,虚拟,VIRTUAL_0320_design,design,6.195,1.204,1.0,8.63,6.62,6.74,1.9086,95.99,0.5,0.005,5.147,177.15
VIRTUAL_0321,虚拟,VIRTUAL_0321_design,design,5.702,1.518,6.12,11.92,17.71,21.12,10.0,17.34,45.42,2.62,3.755,259.49
VIRTUAL_0322,虚拟,VIRTUAL_0322_design,design,4.296,1.926,8.91,11.74,3.77,18.25,4.3789,11.9,0.0,0.0,2.231,314.4
VIRTUAL_0323,虚拟,VIRTUAL_0323_design,design,3.571,0.561,9.75,4.58,10.4,26.89,2.7268,20.59,2.19,0.106,6.364,22.19
VIRTUAL_0324,虚拟,VIRTUAL_0324_design,design,4.367,0.468,11.14,1.57,12.38,16.91,0.8414,62.92,1.27,0.02,9.324,18.91
VIRTUAL_0325,虚拟,VIRTUAL_0325_design,design,2.757,0.287,10.18,11.81,21.07,24.68,2.9649,84.36,1.48,0.018,9.616,4.47
VIRTUAL_0326,虚拟,VIRTUAL_0326_design,design,3.536,1.473,6.43,4.08,21.52,26.5,0.9862,46.74,30.23,0.647,2.4,151.5
VIRTUAL_0327,虚拟,VIRTUAL_0327_design,design,4.062,1.712,12.64,4.52,2.61,26.35,0.6889,39.06,0.0,0.0,2.373,234.93
VIRTUAL_0328,虚拟,VIRTUAL_0328_design,design,5.555,2.707,1.12,14.28,2.78,11.39,1.2374,80.42,0.0,0.0,2.052,803.27
VIRTUAL_0329,虚拟,VIRTUAL_0329_design,design,4.505,2.247,7.92,7.1,6.28,10.65,1.5139,37.38,1.21,0.032,2.005,449.06
VIRTUAL_0330,虚拟,VIRTUAL_0330_design,design,3.885,1.11,10.17,14.47,18.01,0.45,7.6273,21.92,0.0,0.0,3.5,94.46
VIRTUAL_0331,虚拟,VIRTUAL_0331_design,design,6.718,1.799,0.27,17.71,19.55,16.54,10.0,6.83,74.01,10.832,3.735,429.02
VIRTUAL_0332,虚拟,VIRTUAL_0332_design,design,5.962,2.461,10.57,17.68,13.43,4.38,5.5451,67.18,0.0,0.0,2.423,712.78
VIRTUAL_0333,虚拟,VIRTUAL_0333_design,design,6.319,2.39,2.54,4.33,22.37,22.55,1.3819,90.84,296.85,3.268,2.644,712.21
VIRTUAL_0334,虚拟,VIRTUAL_0334_design,design,6.092,2.173,12.47,12.75,16.18,4.86,6.4525,47.5,0.0,0.0,2.804,567.92
VIRTUAL_0335,虚拟,VIRTUAL_0335_design,design,7.249,1.341,2.99,6.94,6.8,6.6,4.1616,42.6,0.97,0.023,5.404,257.44
VIRTUAL_0336,虚拟,VIRTUAL_0336_design,design,5.218,0.914,1.26,15.33,10.19,24.69,4.3596,66.02,9.23,0.14,5.709,86.07
VIRTUAL_0337,虚拟,VIRTUAL_0337_design,design,2.938,1.107,3.84,20.66,16.27,9.87,4.3948,27.1,1.44,0.053,2.653,71.12
VIRTUAL_0338,虚拟,VIRTUAL_0338_design,design,7.038,1.206,8.42,5.86,16.89,24.49,3.9925,77.85,56.7,0.728,5.836,202.06
VIRTUAL_0339,虚拟,VIRTUAL_0339_design,design,2.121,0.287,9.85,8.14,11.38,1.13,2.1699,26.11,0.0,0.0,7.388,3.45
VIRTUAL_0340,虚拟,VIRTUAL_0340_design,design,0.627,0.288,3.56,12.28,1.94,20.07,0.1029,32.44,0.0,0.0,2.179,1.02
VIRTUAL_0341,虚拟,VIRTUAL_0341_design,design,9.01,2.765,4.69,19.83,24.91,24.8,10.0,84.52,453.14,5.362,3.258,1359.83
VIRTUAL_0342,虚拟,VIRTUAL_0342_design,design,5.894,0.748,1.51,21.98,8.84,22.5,7.3413,80.71,4.6,0.057,7.88,65.09
VIRTUAL_0343,虚拟,VIRTUAL_0343_design,design,9.977,1.481,0.76,9.08,4.12,0.87,7.022,36.17,0.0,0.0,6.736,432.1
VIRTUAL_0344,虚拟,VIRTUAL_0344_design,design,7.902,2.041,4.52,14.41,6.57,0.63,5.3452,76.48,0.0,0.0,3.871,650.01
VIRTUAL_0345,虚拟,VIRTUAL_0345_design,design,6.35,2.438,0.74,18.42,15.87,16.99,4.9511,62.54,97.28,1.556,2.605,744.97
VIRTUAL_0346,虚拟,VIRTUAL_0346_design,design,5.993,1.992,13.87,16.66,11.62,21.28,8.5538,39.05,24.19,0.619,3.009,469.46
VIRTUAL_0347,虚拟,VIRTUAL_0347_design,design,6.089,2.828,13.02,7.55,13.66,6.51,1.9159,99.56,14.99,0.151,2.153,961.51
VIRTUAL_0348,虚拟,VIRTUAL_0348_design,design,6.6,2.542,10.07,13.07,2.28,13.75,2.4001,67.54,0.0,0.0,2.596,842.08
VIRTUAL_0349,虚拟,VIRTUAL_0349_design,design,6.872,1.55,13.2,3.72,13.01,20.79,2.2396,69.77,35.11,0.503,4.433,325.96
VIRTUAL_0350,虚拟,VIRTUAL_0350_design,design,2.97,0.483,8.98,13.2,5.3,21.21,2.4,45.63,0.26,0.006,6.155,13.66
VIRTUAL_0351,虚拟,VIRTUAL_0351_design,design,8.422,1.208,0.46,17.15,15.63,21.05,9.193,83.85,44.8,0.534,6.969,242.8
VIRTUAL_0352,虚拟,VIRTUAL_0352_design,design,9.621,2.054,6.94,8.87,4.69,17.26,9.3214,27.85,0.0,0.0,4.683,801.43
VIRTUAL_0353,虚拟,VIRTUAL_0353_design,design,9.237,2.135,8.38,7.84,2.25,1.15,4.2667,42.45,0.0,0.0,4.327,830.74
VIRTUAL_0354,虚拟,VIRTUAL_0354_design,design,1.12,0.384,12.36,19.43,16.82,6.49,0.6234,86.33,0.07,0.001,2.918,3.26
VIRTUAL_0355,虚拟,VIRTUAL_0355_design,design,2.208,0.872,4.15,17.67,24.93,1.09,1.3108,89.76,0.0,0.0,2.532,33.13
VIRTUAL_0356,虚拟,VIRTUAL_0356_design,design,6.34,2.937,6.62,18.65,2.5,10.19,10.0,6.89,0.0,0.0,2.158,1079.44
VIRTUAL_0357,虚拟,VIRTUAL_0357_design,design,9.761,2.63,11.97,20.64,3.04,11.69,10.0,7.29,0.0,0.0,3.712,1332.25
VIRTUAL_0358,虚拟,VIRTUAL_0358_design,design,2.345,0.45,6.67,5.94,3.42,5.19,1.2928,14.9,0.0,0.0,5.215,9.35
VIRTUAL_0359,虚拟,VIRTUAL_0359_design,design,9.739,2.512,13.56,9.7,7.68,23.99,10.0,32.76,39.1,1.193,3.876,1213.33
VIRTUAL_0360,虚拟,VIRTUAL_0360_design,design,2.555,0.388,3.74,7.85,17.18,2.06,3.0062,21.21,0.0,0.0,6.585,7.6
VIRTUAL_0361,虚拟,VIRTUAL_0361_design,design,8.148,1.136,4.93,19.03,4.72,2.67,10.0,48.56,0.0,0.0,7.173,207.48
VIRTUAL_0362,虚拟,VIRTUAL_0362_design,design,3.233,1.052,11.29,3.06,14.94,15.26,1.6115,14.58,5.27,0.362,3.073,70.64
VIRTUAL_0363,虚拟,VIRTUAL_0363_design,design,2.954,0.872,1.34,10.14,8.36,24.71,4.901,5.89,2.13,0.362,3.388,44.33
VIRTUAL_0364,虚拟,VIRTUAL_0364_design,design,4.747,1.851,8.13,14.7,19.65,25.89,6.6577,31.52,108.65,3.446,2.564,321.12
VIRTUAL_0365,虚拟,VIRTUAL_0365_design,design,8.449,2.977,12.48,8.2,5.68,14.78,3.2508,74.22,12.93,0.174,2.838,1478.34
VIRTUAL_0366,虚拟,VIRTUAL_0366_design,design,4.987,2.171,5.19,18.92,10.76,9.98,4.7988,45.51,8.8,0.193,2.297,463.84
VIRTUAL_0367,虚拟,VIRTUAL_0367_design,design,1.522,0.272,13.33,3.9,14.63,17.46,0.4417,49.06,0.21,0.004,5.6,2.22
VIRTUAL_0368,虚拟,VIRTUAL_0368_design,design,2.529,0.812,5.34,14.57,4.39,17.21,2.2455,18.69,0.0,0.0,3.115,32.93
VIRTUAL_0369,虚拟,VIRTUAL_0369_design,design,3.003,0.563,2.72,18.17,7.86,27.83,1.7619,97.0,1.22,0.013,5.334,18.79
VIRTUAL_0370,虚拟,VIRTUAL_0370_design,design,1.687,0.421,11.21,8.11,3.09,16.79,0.2931,84.54,0.0,0.0,4.003,5.92
VIRTUAL_0371,虚拟,VIRTUAL_0371_design,design,8.02,1.187,9.48,4.89,6.24,26.25,6.5084,25.12,5.35,0.213,6.757,223.05
VIRTUAL_0372,虚拟,VIRTUAL_0372_design,design,0.306,0.146,11.14,13.82,19.01,4.73,0.0988,45.94,0.0,0.0,2.094,0.13
VIRTUAL_0373,虚拟,VIRTUAL_0373_design,design,3.707,0.51,6.91,20.26,1.96,8.89,5.8672,20.91,0.0,0.0,7.272,19.01
VIRTUAL_0374,虚拟,VIRTUAL_0374_design,design,2.61,1.209,6.66,10.29,19.25,4.8,1.3398,48.83,0.0,0.0,2.158,75.36
VIRTUAL_0375,虚拟,VIRTUAL_0375_design,design,4.471,1.515,13.99,16.94,10.55,24.86,9.6744,17.24,7.6,0.441,2.952,202.44
VIRTUAL_0376,虚拟,VIRTUAL_0376_design,design,2.283,0.539,7.25,13.55,22.85,15.39,2.2647,50.23,0.93,0.019,4.234,13.1
VIRTUAL_0377,虚拟,VIRTUAL_0377_design,design,0.639,0.221,6.25,18.47,4.86,0.94,0.2303,45.01,0.0,0.0,2.891,0.62
VIRTUAL_0378,虚拟,VIRTUAL_0378_design,design,2.604,0.312,10.2,2.5,15.6,8.58,1.5572,17.51,0.1,0.005,8.344,5.0
VIRTUAL_0379,虚拟,VIRTUAL_0379_design,design,8.074,1.667,10.56,2.8,19.55,7.26,2.6415,67.8,12.03,0.177,4.843,442.94
VIRTUAL_0380,虚拟,VIRTUAL_0380_design,design,9.313,1.733,1.11,0.47,20.84,15.84,0.4343,77.57,51.21,0.66,5.375,551.79
VIRTUAL_0381,虚拟,VIRTUAL_0381_design,design,3.647,0.409,13.47,14.71,23.4,8.11,6.9815,61.22,0.66,0.011,8.925,12.02
VIRTUAL_0382,虚拟,VIRTUAL_0382_design,design,3.38,1.485,13.27,19.47,18.74,8.47,5.7264,28.31,7.2,0.254,2.277,147.09
VIRTUAL_0383,虚拟,VIRTUAL_0383_design,design,0.4,0.172,9.95,13.72,24.76,9.49,0.2034,34.13,0.01,0.0,2.331,0.23
VIRTUAL_0384,虚拟,VIRTUAL_0384_design,design,4.595,0.939,4.94,18.37,23.45,5.73,10.0,37.38,2.74,0.073,4.892,80.03
VIRTUAL_0385,虚拟,VIRTUAL_0385_design,design,0.9,0.132,2.45,13.11,4.61,29.05,0.3779,44.78,0.0,0.0,6.799,0.31
VIRTUAL_0386,虚拟,VIRTUAL_0386_design,design,5.165,1.026,6.7,14.58,19.03,22.67,6.9284,57.87,37.06,0.64,5.034,107.33
VIRTUAL_0387,虚拟,VIRTUAL_0387_design,design,8.229,2.471,0.97,0.2,6.1,19.97,0.1149,41.24,16.24,0.394,3.33,991.83
VIRTUAL_0388,虚拟,VIRTUAL_0388_design,design,8.88,2.779,12.75,6.94,17.59,8.29,10.0,19.22,22.39,1.165,3.195,1354.19
VIRTUAL_0389,虚拟,VIRTUAL_0389_design,design,3.618,0.984,11.67,2.68,18.64,16.04,1.2677,28.94,7.66,0.265,3.677,69.18
VIRTUAL_0390,虚拟,VIRTUAL_0390_design,design,3.209,1.086,6.19,3.66,3.8,16.49,0.2726,90.26,0.0,0.0,2.955,74.74
VIRTUAL_0391,虚拟,VIRTUAL_0391_design,design,3.636,1.43,9.29,20.5,20.7,17.08,3.9126,65.77,33.92,0.516,2.543,146.75
VIRTUAL_0392,虚拟,VIRTUAL_0392_design,design,4.175,0.963,0.35,18.19,20.22,3.31,3.8279,57.77,0.0,0.0,4.334,76.48
VIRTUAL_0393,虚拟,VIRTUAL_0393_design,design,4.801,0.708,13.73,4.76,2.61,17.93,1.0953,73.94,0.0,0.0,6.78,47.5
VIRTUAL_0394,虚拟,VIRTUAL_0394_design,design,0.615,0.237,7.55,2.32,5.14,17.13,0.0417,29.78,0.01,0.0,2.598,0.68
VIRTUAL_0395,虚拟,VIRTUAL_0395_design,design,8.242,2.964,3.78,21.34,11.35,10.56,10.0,5.22,11.88,2.274,2.78,1429.48
VIRTUAL_0396,虚拟,VIRTUAL_0396_design,design,7.013,1.754,3.33,13.53,7.07,17.41,7.1929,36.05,11.2,0.311,3.998,425.81
VIRTUAL_0397,虚拟,VIRTUAL_0397_design,design,8.261,1.864,5.04,8.01,20.34,9.98,10.0,21.06,14.63,0.695,4.432,566.43
VIRTUAL_0398,虚拟,VIRTUAL_0398_design,design,4.827,1.414,11.8,4.91,10.14,24.29,1.2056,82.4,12.45,0.151,3.415,190.39
VIRTUAL_0399,虚拟,VIRTUAL_0399_design,design,4.754,1.052,13.07,2.65,23.41,20.58,1.5161,53.25,13.23,0.248,4.518,103.85
VIRTUAL_0400,虚拟,VIRTUAL_0400_design,design,4.913,1.293,2.42,14.46,24.31,16.95,4.4698,71.53,16.59,0.232,3.801,162.06
VIRTUAL_0401,虚拟,VIRTUAL_0401_design,design,4.351,0.638,8.66,20.65,16.88,2.49,10.0,35.6,0.0,0.0,6.824,34.93
VIRTUAL_0402,虚拟,VIRTUAL_0402_design,design,5.641,1.474,11.7,17.93,15.68,11.33,10.0,25.68,5.03,0.196,3.827,241.95
VIRTUAL_0403,虚拟,VIRTUAL_0403_design,design,3.743,0.993,9.53,14.5,2.68,11.98,3.886,18.34,0.0,0.0,3.77,72.81
VIRTUAL_0404,虚拟,VIRTUAL_0404_design,design,1.821,0.785,0.78,9.25,5.04,26.4,0.2929,55.79,0.33,0.006,2.321,22.14
VIRTUAL_0405,虚拟,VIRTUAL_0405_design,design,5.174,2.031,13.42,4.89,22.27,28.04,1.4597,91.66,238.72,2.604,2.547,421.29
VIRTUAL_0406,虚拟,VIRTUAL_0406_design,design,6.409,1.592,10.58,11.71,17.26,12.97,5.8643,73.2,27.9,0.381,4.026,320.7
VIRTUAL_0407,虚拟,VIRTUAL_0407_design,design,1.72,0.745,7.66,18.59,11.35,11.5,0.7215,91.52,0.28,0.003,2.309,18.86
VIRTUAL_0408,虚拟,VIRTUAL_0408_design,design,8.489,1.89,7.29,6.82,14.75,9.89,10.0,4.12,11.57,2.81,4.491,598.6
VIRTUAL_0409,虚拟,VIRTUAL_0409_design,design,0.362,0.179,13.53,8.72,18.48,10.51,0.0623,67.18,0.01,0.0,2.02,0.23
VIRTUAL_0410,虚拟,VIRTUAL_0410_design,design,9.484,1.769,11.01,5.89,24.77,0.97,8.3825,60.43,0.0,0.0,5.36,586.11
VIRTUAL_0411,虚拟,VIRTUAL_0411_design,design,6.697,2.273,1.86,20.65,5.35,18.76,9.5045,22.42,6.61,0.295,2.946,683.04
VIRTUAL_0412,虚拟,VIRTUAL_0412_design,design,5.601,1.495,2.41,3.8,11.04,22.77,0.9486,89.82,9.76,0.109,3.747,246.98
VIRTUAL_0413,虚拟,VIRTUAL_0413_design,design,4.113,0.576,0.43,14.57,15.46,5.06,6.9929,23.53,0.09,0.004,7.138,26.96
VIRTUAL_0414,虚拟,VIRTUAL_0414_design,design,8.399,2.945,2.07,5.13,21.84,27.81,4.1,42.08,305.59,7.262,2.852,1438.22
VIRTUAL_0415,虚拟,VIRTUAL_0415_design,design,0.682,0.238,5.62,0.68,15.0,0.54,0.0123,78.78,0.0,0.0,2.862,0.76
VIRTUAL_0416,虚拟,VIRTUAL_0416_design,design,3.272,0.38,8.32,8.78,24.37,16.42,5.9555,27.67,2.33,0.084,8.613,9.32
VIRTUAL_0417,虚拟,VIRTUAL_0417_design,design,2.933,1.354,5.37,12.12,2.21,12.9,0.5077,83.27,0.0,0.0,2.166,106.22
VIRTUAL_0418,虚拟,VIRTUAL_0418_design,design,8.115,1.302,3.32,17.99,23.33,3.04,10.0,45.12,0.0,0.0,6.231,271.71
VIRTUAL_0419,虚拟,VIRTUAL_0419_design,design,3.573,1.602,1.35,4.68,19.06,1.73,0.7916,49.36,0.0,0.0,2.231,180.98
VIRTUAL_0420,虚拟,VIRTUAL_0420_design,design,4.588,1.073,5.65,11.68,4.87,17.25,1.9313,80.58,0.0,0.0,4.278,104.2
VIRTUAL_0421,虚拟,VIRTUAL_0421_design,design,7.674,1.111,2.26,5.94,9.67,12.37,3.6023,68.03,1.56,0.023,6.907,186.95
VIRTUAL_0422,虚拟,VIRTUAL_0422_design,design,0.636,0.186,9.82,4.3,16.4,7.94,0.072,88.63,0.01,0.0,3.43,0.43
VIRTUAL_0423,虚拟,VIRTUAL_0423_design,design,3.184,0.611,5.88,5.33,17.14,24.82,1.1967,67.37,7.38,0.109,5.208,23.48
VIRTUAL_0424,虚拟,VIRTUAL_0424_design,design,4.151,0.675,10.38,7.96,17.11,8.27,10.0,8.31,1.48,0.179,6.153,37.29
VIRTUAL_0425,虚拟,VIRTUAL_0425_design,design,1.815,0.899,13.69,17.47,16.83,17.42,0.9039,86.64,2.32,0.027,2.019,28.97
VIRTUAL_0426,虚拟,VIRTUAL_0426_design,design,4.837,1.682,5.87,9.43,8.93,17.01,1.68,85.09,5.0,0.059,2.876,270.07
VIRTUAL_0427,虚拟,VIRTUAL_0427_design,design,9.364,2.358,11.56,12.26,19.71,0.68,10.0,81.87,0.0,0.0,3.97,1028.08
VIRTUAL_0428,虚拟,VIRTUAL_0428_design,design,0.689,0.318,13.89,6.5,6.05,23.01,0.1502,25.45,0.05,0.002,2.17,1.37
VIRTUAL_0429,虚拟,VIRTUAL_0429_design,design,1.298,0.195,13.71,14.84,21.33,9.87,1.2705,67.71,0.06,0.001,6.65,0.98
VIRTUAL_0430,虚拟,VIRTUAL_0430_design,design,6.151,2.243,8.14,9.47,7.62,23.1,5.5965,22.78,29.14,1.279,2.742,610.73
VIRTUAL_0431,虚拟,VIRTUAL_0431_design,design,2.563,0.898,10.51,4.85,2.44,4.1,0.3019,60.68,0.0,0.0,2.856,40.76
VIRTUAL_0432,虚拟,VIRTUAL_0432_design,design,8.54,0.951,10.33,7.54,12.48,27.88,10.0,33.33,22.11,0.663,8.984,152.3
VIRTUAL_0433,虚拟,VIRTUAL_0433_design,design,0.433,0.109,3.77,0.66,16.15,12.91,0.0096,54.9,0.0,0.0,3.952,0.1
VIRTUAL_0434,虚拟,VIRTUAL_0434_design,design,3.171,1.159,13.52,1.16,22.37,17.39,0.2824,56.48,15.91,0.282,2.736,84.06
VIRTUAL_0435,虚拟,VIRTUAL_0435_design,design,0.973,0.135,8.49,7.53,23.01,12.32,1.3227,14.5,0.04,0.003,7.222,0.35
VIRTUAL_0436,虚拟,VIRTUAL_0436_design,design,3.146,0.976,9.83,19.81,20.01,20.36,3.4549,68.03,18.82,0.277,3.224,59.11
VIRTUAL_0437,虚拟,VIRTUAL_0437_design,design,3.169,0.318,3.95,4.83,16.88,19.08,1.6147,59.43,0.35,0.006,9.956,6.34
